,Product,F22031,F23197,F30658,F34365,F5677,F63912,F9670,H27930,H47921,H5708,M1608,M37351,M55212,M74707,PA7,PAO1,S86968,T38079,T52373,T6313,T63266,W16407,W25637,W36662,W45909,W60856,W70332,W91453,X78812,X9820
fig|287.6770.peg.4067,Pirin,fig|287.6613.peg.4142,fig|287.6611.peg.4040,fig|287.6614.peg.4548,fig|287.6616.peg.4093,fig|287.6612.peg.4229,fig|287.6618.peg.4215,fig|287.6615.peg.4237,fig|287.6617.peg.4077,fig|287.6621.peg.4379,fig|287.6619.peg.4013,fig|287.6622.peg.2172,fig|287.6623.peg.2176,fig|287.6624.peg.3961,fig|287.6625.peg.4077,fig|287.6657.peg.4119,fig|287.6655.peg.1272,fig|287.6631.peg.4240,fig|287.6628.peg.4200,fig|287.6632.peg.3998,fig|287.6629.peg.4505,fig|287.6635.peg.4059,fig|287.6633.peg.4398,fig|287.6634.peg.3814,fig|287.6637.peg.4330,fig|287.6636.peg.4172,fig|287.6620.peg.4726,fig|287.6630.peg.4309,fig|287.6639.peg.4499,fig|287.6638.peg.3975,fig|287.6627.peg.4074
fig|287.6770.peg.4068,Chromate reductase (EC 1.6.5.2),fig|287.6613.peg.4143,fig|287.6611.peg.4041,fig|287.6614.peg.4549,fig|287.6616.peg.4094,fig|287.6612.peg.4230,fig|287.6618.peg.4216,fig|287.6615.peg.4238,fig|287.6617.peg.4078,fig|287.6621.peg.4380,fig|287.6619.peg.4014,fig|287.6622.peg.2171,fig|287.6623.peg.2175,fig|287.6624.peg.3960,fig|287.6625.peg.4078,fig|287.6657.peg.4120,fig|287.6655.peg.1271,fig|287.6631.peg.4241,fig|287.6628.peg.4201,fig|287.6632.peg.3999,fig|287.6629.peg.4506,fig|287.6635.peg.4060,fig|287.6633.peg.4399,fig|287.6634.peg.3813,fig|287.6637.peg.4331,fig|287.6636.peg.4173,fig|287.6620.peg.4727,fig|287.6630.peg.4310,fig|287.6639.peg.4500,fig|287.6638.peg.3976,fig|287.6627.peg.4075
fig|287.6770.peg.4069,hypothetical protein,fig|287.6613.peg.4144,fig|287.6611.peg.4042,fig|287.6614.peg.4550,fig|287.6616.peg.4095,fig|287.6612.peg.4231,fig|287.6618.peg.4217,fig|287.6615.peg.4239,fig|287.6617.peg.4079,fig|287.6621.peg.4381,fig|287.6619.peg.4015,fig|287.6622.peg.2170,fig|287.6623.peg.2174,fig|287.6624.peg.3959,fig|287.6625.peg.4079,fig|287.6657.peg.4121,fig|287.6655.peg.1270,fig|287.6631.peg.4242,fig|287.6628.peg.4202,fig|287.6632.peg.4000,fig|287.6629.peg.4507,fig|287.6635.peg.4061,fig|287.6633.peg.4400,fig|287.6634.peg.3812,fig|287.6637.peg.4332,fig|287.6636.peg.4174,fig|287.6620.peg.4728,fig|287.6630.peg.4311,fig|287.6639.peg.4501,fig|287.6638.peg.3977,fig|287.6627.peg.4076
fig|287.6770.peg.406,"Hydrolase, alpha/beta fold family functionally coupled to Phosphoribulokinase",fig|287.6613.peg.393,fig|287.6611.peg.394,fig|287.6614.peg.399,fig|287.6616.peg.392,fig|287.6612.peg.397,fig|287.6618.peg.382,fig|287.6615.peg.411,fig|287.6617.peg.396,fig|287.6621.peg.462,fig|287.6619.peg.410,fig|287.6622.peg.459,fig|287.6623.peg.461,fig|287.6624.peg.400,fig|287.6625.peg.385,fig|287.6657.peg.465,fig|287.6655.peg.391,fig|287.6631.peg.401,fig|287.6628.peg.406,fig|287.6632.peg.393,fig|287.6629.peg.448,fig|287.6635.peg.394,fig|287.6633.peg.390,fig|287.6634.peg.403,fig|287.6637.peg.483,fig|287.6636.peg.390,,fig|287.6630.peg.403,fig|287.6639.peg.402,fig|287.6638.peg.393,fig|287.6627.peg.383
fig|287.6770.peg.4070,Nicotinamidase family protein YcaC,fig|287.6613.peg.4145,fig|287.6611.peg.4043,fig|287.6614.peg.4551,fig|287.6616.peg.4096,fig|287.6612.peg.4232,fig|287.6618.peg.4218,fig|287.6615.peg.4240,fig|287.6617.peg.4080,fig|287.6621.peg.4382,fig|287.6619.peg.4016,fig|287.6622.peg.2169,fig|287.6623.peg.2173,fig|287.6624.peg.3958,fig|287.6625.peg.4080,fig|287.6657.peg.4122,fig|287.6655.peg.1269,fig|287.6631.peg.4243,fig|287.6628.peg.4203,fig|287.6632.peg.4001,fig|287.6629.peg.4508,fig|287.6635.peg.4062,fig|287.6633.peg.4401,fig|287.6634.peg.3811,fig|287.6637.peg.4333,fig|287.6636.peg.4175,fig|287.6620.peg.4729,fig|287.6630.peg.4312,fig|287.6639.peg.4502,fig|287.6638.peg.3978,fig|287.6627.peg.4077
fig|287.6770.peg.4071,"Transcriptional regulator, LysR family",fig|287.6613.peg.4146,fig|287.6611.peg.4044,fig|287.6614.peg.4552,fig|287.6616.peg.4097,fig|287.6612.peg.4233,fig|287.6618.peg.4219,fig|287.6615.peg.4241,fig|287.6617.peg.4081,fig|287.6621.peg.4383,fig|287.6619.peg.4017,fig|287.6622.peg.2168,fig|287.6623.peg.2172,fig|287.6624.peg.3957,fig|287.6625.peg.4081,fig|287.6657.peg.4123,fig|287.6655.peg.1268,fig|287.6631.peg.4244,fig|287.6628.peg.4204,fig|287.6632.peg.4002,fig|287.6629.peg.4509,fig|287.6635.peg.4063,fig|287.6633.peg.4402,fig|287.6634.peg.3810,fig|287.6637.peg.4334,fig|287.6636.peg.4176,fig|287.6620.peg.4730,fig|287.6630.peg.4313,fig|287.6639.peg.4503,fig|287.6638.peg.3979,fig|287.6627.peg.4078
fig|287.6770.peg.4072,Uncharacterized SAM-dependent O-methyltransferase,fig|287.6613.peg.4147,fig|287.6611.peg.4045,fig|287.6614.peg.4553,fig|287.6616.peg.4098,fig|287.6612.peg.4234,fig|287.6618.peg.4220,fig|287.6615.peg.4242,fig|287.6617.peg.4082,fig|287.6621.peg.4384,fig|287.6619.peg.4018,fig|287.6622.peg.2167,fig|287.6623.peg.2171,fig|287.6624.peg.3956,fig|287.6625.peg.4082,fig|287.6657.peg.4124,fig|287.6655.peg.1267,fig|287.6631.peg.4245,fig|287.6628.peg.4205,fig|287.6632.peg.4003,fig|287.6629.peg.4510,fig|287.6635.peg.4064,fig|287.6633.peg.4403,fig|287.6634.peg.3809,fig|287.6637.peg.4335,fig|287.6636.peg.4177,fig|287.6620.peg.4731,fig|287.6630.peg.4314,fig|287.6639.peg.4504,fig|287.6638.peg.3980,fig|287.6627.peg.4079
fig|287.6770.peg.4073,Cell wall-associated hydrolases (invasion-associated proteins),fig|287.6613.peg.4148,fig|287.6611.peg.4046,fig|287.6614.peg.4554,fig|287.6616.peg.4099,fig|287.6612.peg.4235,fig|287.6618.peg.4221,fig|287.6615.peg.4243,fig|287.6617.peg.4083,fig|287.6621.peg.4385,fig|287.6619.peg.4019,fig|287.6622.peg.2166,fig|287.6623.peg.2170,fig|287.6624.peg.3955,fig|287.6625.peg.4083,fig|287.6657.peg.4125,fig|287.6655.peg.1266,fig|287.6631.peg.4246,fig|287.6628.peg.4206,fig|287.6632.peg.4004,fig|287.6629.peg.4511,fig|287.6635.peg.4065,fig|287.6633.peg.4404,fig|287.6634.peg.3808,fig|287.6637.peg.4336,fig|287.6636.peg.4178,fig|287.6620.peg.4732,fig|287.6630.peg.4315,fig|287.6639.peg.4505,fig|287.6638.peg.3981,fig|287.6627.peg.4080
fig|287.6770.peg.4074,Cell wall-associated hydrolases (invasion-associated proteins),fig|287.6613.peg.4149,fig|287.6611.peg.4047,fig|287.6614.peg.4555,fig|287.6616.peg.4100,fig|287.6612.peg.4236,fig|287.6618.peg.4222,fig|287.6615.peg.4244,fig|287.6617.peg.4084,fig|287.6621.peg.4386,fig|287.6619.peg.4020,fig|287.6622.peg.2165,fig|287.6623.peg.2169,fig|287.6624.peg.3954,fig|287.6625.peg.4084,fig|287.6657.peg.4126,fig|287.6655.peg.1265,fig|287.6631.peg.4247,fig|287.6628.peg.4207,fig|287.6632.peg.4005,fig|287.6629.peg.4512,fig|287.6635.peg.4066,fig|287.6633.peg.4405,fig|287.6634.peg.3807,fig|287.6637.peg.4337,fig|287.6636.peg.4179,fig|287.6620.peg.4733,fig|287.6630.peg.4316,fig|287.6639.peg.4506,fig|287.6638.peg.3982,fig|287.6627.peg.4081
fig|287.6770.peg.4075,NAD-dependent protein deacetylase of SIR2 family,fig|287.6613.peg.4150,fig|287.6611.peg.4048,fig|287.6614.peg.4556,fig|287.6616.peg.4101,fig|287.6612.peg.4237,fig|287.6618.peg.4223,fig|287.6615.peg.4245,fig|287.6617.peg.4085,fig|287.6621.peg.4387,fig|287.6619.peg.4021,fig|287.6622.peg.2164,fig|287.6623.peg.2168,fig|287.6624.peg.3953,fig|287.6625.peg.4085,fig|287.6657.peg.4127,fig|287.6655.peg.1264,fig|287.6631.peg.4248,fig|287.6628.peg.4208,fig|287.6632.peg.4006,fig|287.6629.peg.4513,fig|287.6635.peg.4067,fig|287.6633.peg.4406,fig|287.6634.peg.3806,fig|287.6637.peg.4338,fig|287.6636.peg.4180,fig|287.6620.peg.4734,fig|287.6630.peg.4317,fig|287.6639.peg.4507,fig|287.6638.peg.3983,fig|287.6627.peg.4082
fig|287.6770.peg.4076,Transcriptional regulator,fig|287.6613.peg.4151,fig|287.6611.peg.4049,fig|287.6614.peg.4557,fig|287.6616.peg.4102,fig|287.6612.peg.4238,fig|287.6618.peg.4224,fig|287.6615.peg.4246,fig|287.6617.peg.4086,fig|287.6621.peg.4388,fig|287.6619.peg.4022,fig|287.6622.peg.2163,fig|287.6623.peg.2167,fig|287.6624.peg.3952,fig|287.6625.peg.4086,fig|287.6657.peg.4128,fig|287.6655.peg.1263,fig|287.6631.peg.4249,fig|287.6628.peg.4209,fig|287.6632.peg.4007,fig|287.6629.peg.4514,fig|287.6635.peg.4068,fig|287.6633.peg.4407,fig|287.6634.peg.3805,fig|287.6637.peg.4339,fig|287.6636.peg.4181,fig|287.6620.peg.4735,fig|287.6630.peg.4318,fig|287.6639.peg.4508,fig|287.6638.peg.3984,fig|287.6627.peg.4083
fig|287.6770.peg.4077,"N(omega),N(omega)-dimethylarginine dimethylaminohydrolase (EC 3.5.3.18)",fig|287.6613.peg.4152,fig|287.6611.peg.4050,fig|287.6614.peg.4558,fig|287.6616.peg.4103,fig|287.6612.peg.4239,fig|287.6618.peg.4225,,fig|287.6617.peg.4087,fig|287.6621.peg.4389,fig|287.6619.peg.4023,fig|287.6622.peg.2162,fig|287.6623.peg.2166,fig|287.6624.peg.3951,fig|287.6625.peg.4087,fig|287.6657.peg.4129,fig|287.6655.peg.1262,fig|287.6631.peg.4250,fig|287.6628.peg.4210,fig|287.6632.peg.4008,fig|287.6629.peg.4515,fig|287.6635.peg.4069,fig|287.6633.peg.4408,fig|287.6634.peg.3804,fig|287.6637.peg.4340,fig|287.6636.peg.4182,fig|287.6620.peg.4736,fig|287.6630.peg.4319,fig|287.6639.peg.4509,fig|287.6638.peg.3985,fig|287.6627.peg.4084
fig|287.6770.peg.4078,"Uncharacterized amino acid permease, GabP family",fig|287.6613.peg.4153,fig|287.6611.peg.4051,fig|287.6614.peg.4559,fig|287.6616.peg.4104,fig|287.6612.peg.4240,fig|287.6618.peg.4226,fig|287.6615.peg.4249,fig|287.6617.peg.4088,fig|287.6621.peg.4390,fig|287.6619.peg.4024,fig|287.6622.peg.2161,fig|287.6623.peg.2165,fig|287.6624.peg.3950,fig|287.6625.peg.4088,fig|287.6657.peg.4130,fig|287.6655.peg.1261,fig|287.6631.peg.4251,fig|287.6628.peg.4211,fig|287.6632.peg.4009,fig|287.6629.peg.4516,fig|287.6635.peg.4070,fig|287.6633.peg.4409,fig|287.6634.peg.3803,fig|287.6637.peg.4341,fig|287.6636.peg.4183,fig|287.6620.peg.4737,fig|287.6630.peg.4320,fig|287.6639.peg.4510,fig|287.6638.peg.3986,fig|287.6627.peg.4085
fig|287.6770.peg.4079,DNA-3-methyladenine glycosylase (EC 3.2.2.20),fig|287.6613.peg.4154,fig|287.6611.peg.4052,fig|287.6614.peg.4560,fig|287.6616.peg.4105,fig|287.6612.peg.4241,fig|287.6618.peg.4227,fig|287.6615.peg.4250,fig|287.6617.peg.4089,fig|287.6621.peg.4391,fig|287.6619.peg.4025,fig|287.6622.peg.2160,fig|287.6623.peg.2164,fig|287.6624.peg.3949,fig|287.6625.peg.4089,fig|287.6657.peg.4131,fig|287.6655.peg.1260,fig|287.6631.peg.4252,fig|287.6628.peg.4212,fig|287.6632.peg.4010,fig|287.6629.peg.4517,fig|287.6635.peg.4071,fig|287.6633.peg.4410,fig|287.6634.peg.3802,fig|287.6637.peg.4342,fig|287.6636.peg.4184,fig|287.6620.peg.4738,fig|287.6630.peg.4321,fig|287.6639.peg.4511,fig|287.6638.peg.3987,fig|287.6627.peg.4086
fig|287.6770.peg.407,hypothetical protein,fig|287.6613.peg.394,fig|287.6611.peg.395,fig|287.6614.peg.400,fig|287.6616.peg.393,fig|287.6612.peg.398,fig|287.6618.peg.383,fig|287.6615.peg.412,fig|287.6617.peg.397,fig|287.6621.peg.463,fig|287.6619.peg.411,fig|287.6622.peg.460,fig|287.6623.peg.462,fig|287.6624.peg.401,fig|287.6625.peg.386,fig|287.6657.peg.466,,fig|287.6631.peg.402,fig|287.6628.peg.407,fig|287.6632.peg.394,fig|287.6629.peg.449,fig|287.6635.peg.395,fig|287.6633.peg.391,fig|287.6634.peg.404,fig|287.6637.peg.484,fig|287.6636.peg.391,fig|287.6620.peg.399,fig|287.6630.peg.404,fig|287.6639.peg.403,fig|287.6638.peg.394,fig|287.6627.peg.384
fig|287.6770.peg.4080,tRNA-(cytosine32)-2-thiocytidine synthetase TtcA,fig|287.6613.peg.4155,fig|287.6611.peg.4053,fig|287.6614.peg.4561,fig|287.6616.peg.4106,fig|287.6612.peg.4242,fig|287.6618.peg.4228,fig|287.6615.peg.4251,fig|287.6617.peg.4090,fig|287.6621.peg.4392,fig|287.6619.peg.4026,fig|287.6622.peg.2159,fig|287.6623.peg.2163,fig|287.6624.peg.3948,fig|287.6625.peg.4090,fig|287.6657.peg.4132,fig|287.6655.peg.1259,fig|287.6631.peg.4253,fig|287.6628.peg.4213,fig|287.6632.peg.4011,fig|287.6629.peg.4518,fig|287.6635.peg.4072,fig|287.6633.peg.4411,fig|287.6634.peg.3801,fig|287.6637.peg.4343,fig|287.6636.peg.4185,fig|287.6620.peg.4739,fig|287.6630.peg.4322,fig|287.6639.peg.4512,fig|287.6638.peg.3988,fig|287.6627.peg.4087
fig|287.6770.peg.4081,Phage integrase,fig|287.6613.peg.4760,,fig|287.6614.peg.4964,fig|287.6616.peg.4629,fig|287.6612.peg.3615,fig|287.6618.peg.5502,fig|287.6615.peg.4850,fig|287.6617.peg.4606,,fig|287.6619.peg.4964,fig|287.6622.peg.2158,fig|287.6623.peg.2162,fig|287.6624.peg.3549,fig|287.6625.peg.4665,fig|287.6657.peg.5289,fig|287.6655.peg.772,fig|287.6631.peg.4963,fig|287.6628.peg.4799,fig|287.6632.peg.4491,fig|287.6629.peg.5603,fig|287.6635.peg.5172,,fig|287.6634.peg.3399,fig|287.6637.peg.4344,,fig|287.6620.peg.1477,fig|287.6630.peg.4815,fig|287.6639.peg.4913,fig|287.6638.peg.5124,fig|287.6627.peg.4088
fig|287.6770.peg.4082,hypothetical protein,fig|287.6613.peg.4761,,fig|287.6614.peg.4965,fig|287.6616.peg.5131,,fig|287.6618.peg.5503,fig|287.6615.peg.5508,fig|287.6617.peg.4607,,fig|287.6619.peg.4965,fig|287.6622.peg.2157,fig|287.6623.peg.2161,fig|287.6624.peg.3548,fig|287.6625.peg.5143,fig|287.6657.peg.5290,fig|287.6655.peg.771,fig|287.6631.peg.4964,fig|287.6628.peg.5448,fig|287.6632.peg.4492,fig|287.6629.peg.5604,fig|287.6635.peg.5173,,fig|287.6634.peg.3398,fig|287.6637.peg.4345,,fig|287.6620.peg.5557,fig|287.6630.peg.4816,fig|287.6639.peg.4914,fig|287.6638.peg.5123,fig|287.6627.peg.4089
fig|287.6770.peg.4083,hypothetical protein,fig|287.6613.peg.4762,,fig|287.6614.peg.5187,fig|287.6616.peg.5132,,,,fig|287.6617.peg.4608,,fig|287.6619.peg.4966,fig|287.6622.peg.2156,fig|287.6623.peg.2160,fig|287.6624.peg.3326,fig|287.6625.peg.5144,fig|287.6657.peg.5291,fig|287.6655.peg.770,,,fig|287.6632.peg.4971,,fig|287.6635.peg.5174,,fig|287.6634.peg.3178,fig|287.6637.peg.5462,,fig|287.6620.peg.5558,fig|287.6630.peg.5391,fig|287.6639.peg.5136,fig|287.6638.peg.4479,fig|287.6627.peg.4090
fig|287.6770.peg.4084,Zona occludens toxin,fig|287.6613.peg.4763,,fig|287.6614.peg.5188,fig|287.6616.peg.5133,,,fig|287.6615.peg.4853,fig|287.6617.peg.4609,,fig|287.6619.peg.4967,fig|287.6622.peg.2155,fig|287.6623.peg.2159,fig|287.6624.peg.3325,fig|287.6625.peg.4668,fig|287.6657.peg.5292,fig|287.6655.peg.769,fig|287.6631.peg.4966,fig|287.6628.peg.4802,fig|287.6632.peg.4972,fig|287.6629.peg.5606,fig|287.6635.peg.5175,,fig|287.6634.peg.3177,fig|287.6637.peg.5463,,fig|287.6620.peg.5559,fig|287.6630.peg.5392,fig|287.6639.peg.5137,fig|287.6638.peg.4480,fig|287.6627.peg.4091
fig|287.6770.peg.4085,Accessory cholera enterotoxin,fig|287.6613.peg.4764,,fig|287.6614.peg.5189,fig|287.6616.peg.5134,,,fig|287.6615.peg.5512,fig|287.6617.peg.4610,,fig|287.6619.peg.4968,fig|287.6622.peg.5143,fig|287.6623.peg.5609,fig|287.6624.peg.3324,fig|287.6625.peg.5146,fig|287.6657.peg.5293,fig|287.6655.peg.768,fig|287.6631.peg.5565,fig|287.6628.peg.5452,fig|287.6632.peg.4973,fig|287.6629.peg.5608,fig|287.6635.peg.5176,,fig|287.6634.peg.3176,fig|287.6637.peg.5464,,fig|287.6620.peg.5560,fig|287.6630.peg.5393,fig|287.6639.peg.5138,fig|287.6638.peg.4961,fig|287.6627.peg.5064
fig|287.6770.peg.4086,bacteriophage f237 ORF5; Probable coat protein A precursor,,,,,,,,,,,fig|287.6622.peg.2153,fig|287.6623.peg.2157,,fig|287.6625.peg.4670,,,,,fig|287.6632.peg.4974,,,,,,,,,,,
fig|287.6770.peg.4087,coat protein B of bacteriophage Pf1),fig|287.6613.peg.4769,,fig|287.6614.peg.5191,fig|287.6616.peg.5136,,,,fig|287.6617.peg.4612,,fig|287.6619.peg.4970,fig|287.6622.peg.5145,fig|287.6623.peg.5611,fig|287.6624.peg.3322,fig|287.6625.peg.5148,fig|287.6657.peg.5296,fig|287.6655.peg.766,,,fig|287.6632.peg.4975,,fig|287.6635.peg.5178,,fig|287.6634.peg.3174,fig|287.6637.peg.5466,,fig|287.6620.peg.5562,fig|287.6630.peg.5395,fig|287.6639.peg.5140,fig|287.6638.peg.4963,fig|287.6627.peg.5066
fig|287.6770.peg.4088,Phage protein,fig|287.6613.peg.4770,,fig|287.6614.peg.5192,fig|287.6616.peg.5137,,,fig|287.6615.peg.5515,fig|287.6617.peg.4613,,fig|287.6619.peg.4971,fig|287.6622.peg.2151,fig|287.6623.peg.2155,fig|287.6624.peg.3321,fig|287.6625.peg.5149,fig|287.6657.peg.5297,fig|287.6655.peg.765,fig|287.6631.peg.5568,fig|287.6628.peg.5455,fig|287.6632.peg.4499,fig|287.6629.peg.5611,,,fig|287.6634.peg.3173,fig|287.6637.peg.5467,,fig|287.6620.peg.5563,fig|287.6630.peg.5396,fig|287.6639.peg.5141,fig|287.6638.peg.4964,fig|287.6627.peg.5067
fig|287.6770.peg.4089,Phage protein,fig|287.6613.peg.5246,,fig|287.6614.peg.5193,fig|287.6616.peg.5138,,,fig|287.6615.peg.5516,fig|287.6617.peg.4614,,fig|287.6619.peg.4972,fig|287.6622.peg.5147,fig|287.6623.peg.5613,fig|287.6624.peg.3541,fig|287.6625.peg.5150,fig|287.6657.peg.5298,fig|287.6655.peg.764,fig|287.6631.peg.5569,fig|287.6628.peg.5456,fig|287.6632.peg.4977,fig|287.6629.peg.5612,fig|287.6635.peg.5180,,fig|287.6634.peg.3391,fig|287.6637.peg.5468,,fig|287.6620.peg.5564,fig|287.6630.peg.5397,fig|287.6639.peg.5142,fig|287.6638.peg.5116,fig|287.6627.peg.5068
fig|287.6770.peg.408,16S rRNA (guanine(966)-N(2))-methyltransferase (EC 2.1.1.171),fig|287.6613.peg.395,fig|287.6611.peg.396,fig|287.6614.peg.401,fig|287.6616.peg.394,fig|287.6612.peg.399,fig|287.6618.peg.384,fig|287.6615.peg.413,fig|287.6617.peg.398,fig|287.6621.peg.464,fig|287.6619.peg.412,fig|287.6622.peg.461,fig|287.6623.peg.463,fig|287.6624.peg.402,fig|287.6625.peg.387,fig|287.6657.peg.467,fig|287.6655.peg.393,fig|287.6631.peg.403,fig|287.6628.peg.408,fig|287.6632.peg.395,fig|287.6629.peg.450,fig|287.6635.peg.396,fig|287.6633.peg.392,fig|287.6634.peg.405,fig|287.6637.peg.485,fig|287.6636.peg.392,fig|287.6620.peg.400,fig|287.6630.peg.405,fig|287.6639.peg.404,fig|287.6638.peg.395,fig|287.6627.peg.385
fig|287.6770.peg.4090,Helix destabilizing protein of bacteriophage Pf1,fig|287.6613.peg.4772,,fig|287.6614.peg.5194,fig|287.6616.peg.4638,,,fig|287.6615.peg.4859,fig|287.6617.peg.4615,,fig|287.6619.peg.4973,fig|287.6622.peg.5148,fig|287.6623.peg.5614,fig|287.6624.peg.3319,fig|287.6625.peg.5151,fig|287.6657.peg.5299,fig|287.6655.peg.763,fig|287.6631.peg.4972,fig|287.6628.peg.4808,fig|287.6632.peg.4501,fig|287.6629.peg.5613,fig|287.6635.peg.5181,,fig|287.6634.peg.3171,fig|287.6637.peg.5469,,fig|287.6620.peg.5565,fig|287.6630.peg.5398,fig|287.6639.peg.5143,fig|287.6638.peg.4966,fig|287.6627.peg.5069
fig|287.6770.peg.4091,Phage protein,fig|287.6613.peg.5248,,,fig|287.6616.peg.5140,,,fig|287.6615.peg.5518,fig|287.6617.peg.4616,,fig|287.6619.peg.4974,fig|287.6622.peg.2148,fig|287.6623.peg.2152,,fig|287.6625.peg.5153,fig|287.6657.peg.5300,fig|287.6655.peg.762,fig|287.6631.peg.5571,fig|287.6628.peg.5458,fig|287.6632.peg.4979,fig|287.6629.peg.5614,fig|287.6635.peg.5182,,,fig|287.6637.peg.5470,,,fig|287.6630.peg.4824,,fig|287.6638.peg.5114,fig|287.6627.peg.4098
fig|287.6770.peg.4092,FIG00965801: hypothetical protein,,,,,,,,fig|287.6617.peg.4617,,,fig|287.6622.peg.2147,fig|287.6623.peg.2151,,,,fig|287.6655.peg.761,,,fig|287.6632.peg.4503,,,,,fig|287.6637.peg.5471,,,,,fig|287.6638.peg.5113,fig|287.6627.peg.4099
fig|287.6770.peg.4093,FIG00959172: hypothetical protein,,,fig|287.6614.peg.4975,,,,,,,,fig|287.6622.peg.2146,fig|287.6623.peg.2150,fig|287.6624.peg.3538,,,,,,,,,,fig|287.6634.peg.3388,fig|287.6637.peg.4356,,,,fig|287.6639.peg.4924,fig|287.6638.peg.5112,fig|287.6627.peg.4100
fig|287.6770.peg.4094,hypothetical protein,,,,,,,,,,,fig|287.6622.peg.2145,fig|287.6623.peg.2149,,,,,,,,,,,,,,,fig|287.6630.peg.4361,,,
fig|287.6770.peg.4095,DnaJ-class molecular chaperone,fig|287.6613.peg.4156,fig|287.6611.peg.4054,fig|287.6614.peg.4562,fig|287.6616.peg.4107,fig|287.6612.peg.4243,fig|287.6618.peg.4229,fig|287.6615.peg.4252,fig|287.6617.peg.4091,fig|287.6621.peg.4393,fig|287.6619.peg.4027,fig|287.6622.peg.2143,fig|287.6623.peg.2147,fig|287.6624.peg.3947,fig|287.6625.peg.4091,fig|287.6657.peg.4134,fig|287.6655.peg.1258,fig|287.6631.peg.4254,fig|287.6628.peg.4214,fig|287.6632.peg.4012,fig|287.6629.peg.4519,fig|287.6635.peg.4073,fig|287.6633.peg.4412,fig|287.6634.peg.3800,fig|287.6637.peg.4359,fig|287.6636.peg.4186,fig|287.6620.peg.4740,fig|287.6630.peg.4323,fig|287.6639.peg.4513,fig|287.6638.peg.3989,fig|287.6627.peg.4102
fig|287.6770.peg.4096,Inner membrane protein YohC,fig|287.6613.peg.4157,fig|287.6611.peg.4055,fig|287.6614.peg.4563,fig|287.6616.peg.4108,fig|287.6612.peg.4244,fig|287.6618.peg.4230,fig|287.6615.peg.4253,fig|287.6617.peg.4092,fig|287.6621.peg.4394,fig|287.6619.peg.4028,fig|287.6622.peg.2142,fig|287.6623.peg.2146,fig|287.6624.peg.3946,fig|287.6625.peg.4092,fig|287.6657.peg.4135,fig|287.6655.peg.1257,fig|287.6631.peg.4255,fig|287.6628.peg.4215,fig|287.6632.peg.4013,fig|287.6629.peg.4520,fig|287.6635.peg.4074,fig|287.6633.peg.4413,fig|287.6634.peg.3799,fig|287.6637.peg.4360,fig|287.6636.peg.4187,fig|287.6620.peg.4741,fig|287.6630.peg.4324,fig|287.6639.peg.4514,fig|287.6638.peg.3990,fig|287.6627.peg.4103
fig|287.6770.peg.4097,Protein SprT,fig|287.6613.peg.4158,fig|287.6611.peg.4056,fig|287.6614.peg.4564,fig|287.6616.peg.4109,fig|287.6612.peg.4245,fig|287.6618.peg.4231,fig|287.6615.peg.4254,fig|287.6617.peg.4093,fig|287.6621.peg.4395,fig|287.6619.peg.4029,fig|287.6622.peg.2141,fig|287.6623.peg.2145,fig|287.6624.peg.3945,fig|287.6625.peg.4093,fig|287.6657.peg.4136,fig|287.6655.peg.1256,fig|287.6631.peg.4256,fig|287.6628.peg.4216,fig|287.6632.peg.4014,fig|287.6629.peg.4521,fig|287.6635.peg.4075,fig|287.6633.peg.4414,fig|287.6634.peg.3798,fig|287.6637.peg.4361,fig|287.6636.peg.4188,fig|287.6620.peg.4742,fig|287.6630.peg.4325,fig|287.6639.peg.4515,fig|287.6638.peg.3991,fig|287.6627.peg.4104
fig|287.6770.peg.4098,Alpha-methylacyl-CoA racemase (EC 5.1.99.4),fig|287.6613.peg.4159,fig|287.6611.peg.4057,fig|287.6614.peg.4565,fig|287.6616.peg.4110,fig|287.6612.peg.4246,fig|287.6618.peg.4232,fig|287.6615.peg.4255,fig|287.6617.peg.4094,fig|287.6621.peg.4396,fig|287.6619.peg.4030,fig|287.6622.peg.2140,fig|287.6623.peg.2144,fig|287.6624.peg.3944,fig|287.6625.peg.4094,fig|287.6657.peg.4137,fig|287.6655.peg.1255,fig|287.6631.peg.4257,fig|287.6628.peg.4217,fig|287.6632.peg.4015,fig|287.6629.peg.4522,fig|287.6635.peg.4076,fig|287.6633.peg.4415,fig|287.6634.peg.3797,fig|287.6637.peg.4362,fig|287.6636.peg.4189,fig|287.6620.peg.4743,fig|287.6630.peg.4326,fig|287.6639.peg.4516,fig|287.6638.peg.3992,fig|287.6627.peg.4105
